Year,Race,Pos,No,Driver,Car,Laps,PTS,Country,Circuit,Type,Direction,Location,Turns,Grands Prix,Grands Prix held,Last length used (m),Time_in_Seconds,TOTALAVGSpeed (m/s),Average Speed per Lap (m/s),Average Time per Lap (sec),Total Distance of Lap (meters)
2018,992,8,55,Carlos Sainz SAI,Renault,53.0,4.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4692.624000000001,291.3934719679224,5.497990037130611,88.54007547169813,1367400.0
2018,992,9,18,Lance Stroll STR,Williams Mercedes,52.0,2.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,9,18,Lance Stroll STR,Williams Mercedes,52.0,2.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,9,18,Lance Stroll STR,Williams Mercedes,52.0,2.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,9,18,Lance Stroll STR,Williams Mercedes,52.0,2.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,10,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,1.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,10,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,1.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,10,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,1.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,10,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,1.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,11,16,Charles Leclerc LEC,Sauber Ferrari,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,11,16,Charles Leclerc LEC,Sauber Ferrari,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,11,16,Charles Leclerc LEC,Sauber Ferrari,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,11,16,Charles Leclerc LEC,Sauber Ferrari,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,12,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,12,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,12,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,12,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,13,27,Nico Hulkenberg HUL,Renault,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,13,27,Nico Hulkenberg HUL,Renault,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,13,27,Nico Hulkenberg HUL,Renault,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,13,27,Nico Hulkenberg HUL,Renault,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,15,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,15,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,15,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,15,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,992,16,20,Kevin Magnussen MAG,Haas Ferrari,52.0,0.0,Italy,Autodromo Internazionale del Mugello,Race circuit,Clockwise,Scarperia e San Piero,14,Tuscan Grand Prix,1,5245.0,4701.549735849057,58.01065931949472,1.1155896022979754,90.41441799709725,272740.0
2018,992,16,20,Kevin Magnussen MAG,Haas Ferrari,52.0,0.0,Italy,Autodromo Internazionale Enzo e Dino Ferrari *,Race circuit,Anti-clockwise,Imola,17,"Italian Grand Prix,San Marino Grand Prix,Emilia Romagna Grand Prix",31,4909.0,4701.549735849057,54.29443786451851,1.0441238050868944,90.41441799709725,255268.0
2018,992,16,20,Kevin Magnussen MAG,Haas Ferrari,52.0,0.0,Italy,Autodromo Nazionale di Monza *,Race circuit,Clockwise,Monza,11,Italian Grand Prix,73,5793.0,4701.549735849057,64.07163954963448,1.2321469144160477,90.41441799709725,301236.0
2018,992,16,20,Kevin Magnussen MAG,Haas Ferrari,52.0,0.0,Italy,Pescara Circuit,Road circuit,Clockwise,Pescara,24*,Pescara Grand Prix,1,25800.0,4701.549735849057,285.35271886424476,5.487552285850861,90.41441799709725,1341600.0
2018,993,1,44,Lewis Hamilton HAM,Mercedes,61.0,25.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6671.611,45.16750152249584,0.7404508446310794,109.37067213114754,301340.0
2018,993,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,61.0,18.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6680.572,45.106915994618426,0.7394576392560398,109.51757377049181,301340.0
2018,993,3,5,Sebastian Vettel VET,Ferrari,61.0,15.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6711.556,44.89867923325083,0.736043921856571,110.0255081967213,301340.0
2018,993,4,77,Valtteri Bottas BOT,Mercedes,61.0,12.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6723.541,44.81864541318332,0.7347318920193987,110.22198360655737,301340.0
2018,993,5,7,Kimi Räikkönen RAI,Ferrari,61.0,10.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6724.612,44.81150734049786,0.7346148744343912,110.23954098360656,301340.0
2018,993,6,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,61.0,8.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6725.593,44.80497110068956,0.734507722962124,110.25562295081967,301340.0
2018,993,7,14,Fernando Alonso ALO,McLaren Renault,61.0,6.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6774.622,44.480710510490475,0.729191975581811,111.05937704918033,301340.0
2018,993,8,55,Carlos Sainz SAI,Renault,60.0,4.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,9,16,Charles Leclerc LEC,Sauber Ferrari,60.0,2.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,10,27,Nico Hulkenberg HUL,Renault,60.0,1.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,11,9,Marcus Ericsson ERI,Sauber Ferrari,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,12,2,Stoffel Vandoorne VAN,McLaren Renault,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,13,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,14,18,Lance Stroll STR,Williams Mercedes,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,15,8,Romain Grosjean GRO,Haas Ferrari,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,16,11,Sergio Perez PER,Force India Mercedes,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,17,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,60.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6780.981672131147,43.710485344350815,0.7285080890725136,113.01636120218579,296400.0
2018,993,18,20,Kevin Magnussen MAG,Haas Ferrari,59.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6890.3523442622945,42.29972364805166,0.7169444686110451,116.78563295359821,291460.0
2018,993,19,35,Sergey Sirotkin SIR,Williams Mercedes,59.0,0.0,Singapore,Marina Bay Street Circuit *,Street circuit,Anti-clockwise,Marina Bay,19,Singapore Grand Prix,14,4940.0,6890.3523442622945,42.29972364805166,0.7169444686110451,116.78563295359821,291460.0
2018,994,1,44,Lewis Hamilton HAM,Mercedes,53.0,25.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5245.181,59.09119246790531,1.1149281597717984,98.96567924528301,309944.0
2018,994,2,77,Valtteri Bottas BOT,Mercedes,53.0,18.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5247.726,59.06253489606737,1.1143874508691956,99.01369811320754,309944.0
2018,994,3,5,Sebastian Vettel VET,Ferrari,53.0,15.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5252.668,59.00696560300404,1.1133389736415857,99.10694339622641,309944.0
2018,994,4,7,Kimi Räikkönen RAI,Ferrari,53.0,12.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5261.723999999999,58.90540818940713,1.1114227960265497,99.27781132075471,309944.0
2018,994,5,33,Max Verstappen VER,Red Bull Racing TAG Heuer,53.0,10.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5276.196999999999,58.74382628245307,1.1083740808010014,99.55088679245281,309944.0
2018,994,6,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,8.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5325.632,58.19853868986817,1.09808563565789,100.48362264150943,309944.0
2018,994,7,16,Charles Leclerc LEC,Sauber Ferrari,53.0,6.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5343.571,58.00315931050603,1.0943992322736986,100.82209433962264,309944.0
2018,994,8,20,Kevin Magnussen MAG,Haas Ferrari,52.0,4.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,9,31,Esteban Ocon OCO,Force India Mercedes,52.0,2.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,10,11,Sergio Perez PER,Force India Mercedes,52.0,1.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,11,8,Romain Grosjean GRO,Haas Ferrari,52.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,12,27,Nico Hulkenberg HUL,Renault,52.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,13,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,14,14,Fernando Alonso ALO,McLaren Renault,52.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,15,18,Lance Stroll STR,Williams Mercedes,52.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5344.146679245283,56.90262978390881,1.0942813419982462,102.77205152394775,304096.0
2018,994,16,2,Stoffel Vandoorne VAN,McLaren Renault,51.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5443.112358490565,54.7936511975122,1.0743853175982785,106.72769330373657,298248.0
2018,994,17,55,Carlos Sainz SAI,Renault,51.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5443.112358490565,54.7936511975122,1.0743853175982785,106.72769330373657,298248.0
2018,994,18,35,Sergey Sirotkin SIR,Williams Mercedes,51.0,0.0,Russia,Sochi Autodrom,Race circuit,Clockwise,Sochi,15,Russian Grand Prix,8,5848.0,5443.112358490565,54.7936511975122,1.0743853175982785,106.72769330373657,298248.0
2018,995,1,44,Lewis Hamilton HAM,Mercedes,53.0,25.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5237.062,46.178372530246925,0.871290047740508,98.81249056603774,241839.0
2018,995,1,44,Lewis Hamilton HAM,Mercedes,53.0,25.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5237.062,58.76787404846458,1.1088278122351807,98.81249056603774,307771.0
2018,995,1,44,Lewis Hamilton HAM,Mercedes,53.0,25.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5237.062,37.47501939064308,0.7070758375593034,98.81249056603774,196259.0
2018,995,2,77,Valtteri Bottas BOT,Mercedes,53.0,18.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5249.981,46.06473813905232,0.8691460026236286,99.05624528301887,241839.0
2018,995,2,77,Valtteri Bottas BOT,Mercedes,53.0,18.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5249.981,58.623259779416344,1.106099241121063,99.05624528301887,307771.0
2018,995,2,77,Valtteri Bottas BOT,Mercedes,53.0,18.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5249.981,37.382801956807086,0.7053358859774922,99.05624528301887,196259.0
2018,995,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,53.0,15.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5251.357,46.05266791040868,0.8689182624605412,99.08220754716982,241839.0
2018,995,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,53.0,15.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5251.357,58.60789887261521,1.105809412690853,99.08220754716982,307771.0
2018,995,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,53.0,15.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5251.357,37.3730066342852,0.7051510685714188,99.08220754716982,196259.0
2018,995,4,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,12.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5256.557,46.007110738074374,0.8680586931712146,99.18032075471697,241839.0
2018,995,4,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,12.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5256.557,58.54992155511678,1.1047155010399392,99.18032075471697,307771.0
2018,995,4,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,12.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5256.557,37.33603573593894,0.7044535044516782,99.18032075471697,196259.0
2018,995,5,7,Kimi Räikkönen RAI,Ferrari,53.0,10.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5288.0599999999995,45.73302874778275,0.8628873348638254,99.77471698113206,241839.0
2018,995,5,7,Kimi Räikkönen RAI,Ferrari,53.0,10.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5288.0599999999995,58.20111723391944,1.0981342874324422,99.77471698113206,307771.0
2018,995,5,7,Kimi Räikkönen RAI,Ferrari,53.0,10.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5288.0599999999995,37.1136106625114,0.7002568049530452,99.77471698113206,196259.0
2018,995,6,5,Sebastian Vettel VET,Ferrari,53.0,8.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5306.9349999999995,45.57037159867231,0.8598183320504209,100.13084905660376,241839.0
2018,995,6,5,Sebastian Vettel VET,Ferrari,53.0,8.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5306.9349999999995,57.99411524731319,1.094228589571947,100.13084905660376,307771.0
2018,995,6,5,Sebastian Vettel VET,Ferrari,53.0,8.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5306.9349999999995,36.981609912312855,0.6977662247606199,100.13084905660376,196259.0
2018,995,7,11,Sergio Perez PER,Force India Mercedes,53.0,6.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5316.441,45.488890030003155,0.8582809439623237,100.31020754716981,241839.0
2018,995,7,11,Sergio Perez PER,Force India Mercedes,53.0,6.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5316.441,57.89041954946928,1.0922720669711186,100.31020754716981,307771.0
2018,995,7,11,Sergio Perez PER,Force India Mercedes,53.0,6.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5316.441,36.9154853782822,0.6965185920430603,100.31020754716981,196259.0
2018,995,8,8,Romain Grosjean GRO,Haas Ferrari,53.0,4.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5324.26,45.42208682521139,0.857020506136064,100.4577358490566,241839.0
2018,995,8,8,Romain Grosjean GRO,Haas Ferrari,53.0,4.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5324.26,57.805403943458806,1.0906679989331851,100.4577358490566,307771.0
2018,995,8,8,Romain Grosjean GRO,Haas Ferrari,53.0,4.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5324.26,36.86127274024935,0.6954957120801764,100.4577358490566,196259.0
2018,995,9,31,Esteban Ocon OCO,Force India Mercedes,53.0,2.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5325.117,45.41477680208716,0.8568825811714559,100.47390566037737,241839.0
2018,995,9,31,Esteban Ocon OCO,Force India Mercedes,53.0,2.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5325.117,57.79610100585583,1.0904924718086006,100.47390566037737,307771.0
2018,995,9,31,Esteban Ocon OCO,Force India Mercedes,53.0,2.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5325.117,36.855340455430365,0.6953837821779314,100.47390566037737,196259.0
2018,995,10,55,Carlos Sainz SAI,Renault,52.0,1.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,10,55,Carlos Sainz SAI,Renault,52.0,1.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,10,55,Carlos Sainz SAI,Renault,52.0,1.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,11,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,11,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
