Year,Race,Pos,No,Driver,Car,Laps,PTS,Country,Circuit,Type,Direction,Location,Turns,Grands Prix,Grands Prix held,Last length used (m),Time_in_Seconds,TOTALAVGSpeed (m/s),Average Speed per Lap (m/s),Average Time per Lap (sec),Total Distance of Lap (meters)
2018,995,11,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,12,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,12,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,12,9,Marcus Ericsson ERI,Sauber Ferrari,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,13,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,13,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,13,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,14,14,Fernando Alonso ALO,McLaren Renault,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,14,14,Fernando Alonso ALO,McLaren Renault,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,14,14,Fernando Alonso ALO,McLaren Renault,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,15,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,15,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,15,2,Stoffel Vandoorne VAN,McLaren Renault,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,16,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,16,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,16,35,Sergey Sirotkin SIR,Williams Mercedes,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,995,17,18,Lance Stroll STR,Williams Mercedes,52.0,0.0,Japan,Fuji Speedway,Race circuit,Clockwise,Oyama,16,Japanese Grand Prix,4,4563.0,5335.874490566038,44.46806243653407,0.8551550468564244,102.61297097242381,237276.0
2018,995,17,18,Lance Stroll STR,Williams Mercedes,52.0,0.0,Japan,Suzuka International Racing Course *,Race circuit,Part clockwise and part anti-clockwise (figure eight),Suzuka,18,Japanese Grand Prix,34,5807.0,5335.874490566038,56.59128612074367,1.0882939638604552,102.61297097242381,301964.0
2018,995,17,18,Lance Stroll STR,Williams Mercedes,52.0,0.0,Japan,TI Circuit Aida,Race circuit,Clockwise,Mimasaka,11,Pacific Grand Prix,2,3703.0,5335.874490566038,36.08705570950814,0.6939818405674643,102.61297097242381,192556.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5658.643,36.12173448651912,0.6450309729735556,101.04719642857143,204400.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5658.643,54.558663623062984,0.974261850411839,101.04719642857143,308728.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5658.643,38.605722255318106,0.6893878974163947,101.04719642857143,218456.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5658.643,41.24805187392101,0.7365723548914466,101.04719642857143,233408.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5658.643,41.48556464862689,0.7408136544397659,101.04719642857143,234752.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5658.643,61.36736316463152,1.0958457707969915,101.04719642857143,347256.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5658.643,32.410597381739755,0.578760667531067,101.04719642857143,183400.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5658.643,53.55913069617574,0.9564130481459954,101.04719642857143,303072.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5658.643,36.81448007941127,0.6574014299894869,101.04719642857143,208320.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5658.643,52.16374314477871,0.9314954132996197,101.04719642857143,295176.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5658.643,82.69403106009692,1.4766791260731593,101.04719642857143,467936.0
2018,996,1,7,Kimi Räikkönen RAI,Ferrari,56.0,25.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5658.643,53.737265277205154,0.9595940228072349,101.04719642857143,304080.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5659.924,36.11355912199528,0.6448849843213443,101.07007142857142,204400.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5659.924,54.54631546289314,0.9740413475516633,101.07007142857142,308728.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5659.924,38.59698469449413,0.6892318695445381,101.07007142857142,218456.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5659.924,41.238716279582555,0.7364056478496884,101.07007142857142,233408.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5659.924,41.476175298466906,0.7406459874726233,101.07007142857142,234752.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5659.924,61.35347400424458,1.095597750075796,101.07007142857142,347256.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5659.924,32.40326195192727,0.578629677712987,101.07007142857142,183400.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5659.924,53.54700875842149,0.9561965849718124,101.07007142857142,303072.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5659.924,36.80614792707464,0.6572526415549043,101.07007142857142,208320.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5659.924,52.15193702247592,0.93128458968707,101.07007142857142,295176.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5659.924,82.67531507490206,1.4763449120518224,101.07007142857142,467936.0
2018,996,2,33,Max Verstappen VER,Red Bull Racing TAG Heuer,56.0,18.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5659.924,53.725103022584754,0.9593768396890134,101.07007142857142,304080.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5660.985,36.10679060269547,0.6447641179052762,101.08901785714285,204400.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5660.985,54.53609221716716,0.9738587895922707,101.08901785714285,308728.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5660.985,38.589750723593156,0.689102691492735,101.08901785714285,218456.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5660.985,41.230987186858826,0.7362676283367647,101.08901785714285,233408.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5660.985,41.468401700410794,0.7405071732216213,101.08901785714285,234752.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5660.985,61.341974938990305,1.0953924096248269,101.08901785714285,347256.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5660.985,32.397188828445934,0.5785212290793916,101.08901785714285,183400.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5660.985,53.536972805969285,0.9560173715351657,101.08901785714285,303072.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5660.985,36.799249600555385,0.6571294571527747,101.08901785714285,208320.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5660.985,52.14216253885146,0.9311100453366332,101.08901785714285,295176.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5660.985,82.65981980167763,1.4760682107442433,101.08901785714285,467936.0
2018,996,3,44,Lewis Hamilton HAM,Mercedes,56.0,15.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5660.985,53.71503369113326,0.9591970301988082,101.08901785714285,304080.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5676.865,36.005788406100905,0.6429605072518019,101.37258928571428,204400.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5676.865,54.383537392557336,0.9711345962956667,101.37258928571428,308728.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5676.865,38.48180289649305,0.6871750517230902,101.37258928571428,218456.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5676.865,41.115650979898234,0.7342080532124685,101.37258928571428,233408.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5676.865,41.352401369417805,0.7384357387396037,101.37258928571428,234752.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5676.865,61.17038189211828,1.0923282480735408,101.37258928571428,347256.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5676.865,32.30656356985766,0.5769029208903154,101.37258928571428,183400.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5676.865,53.38721283666249,0.953343086368973,101.37258928571428,303072.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5676.865,36.696310375532974,0.655291256705946,101.37258928571428,208320.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5676.865,51.99630429823503,0.9285054338970541,101.37258928571428,295176.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5676.865,82.42859395106278,1.4719391776975497,101.37258928571428,467936.0
2018,996,4,5,Sebastian Vettel VET,Ferrari,56.0,12.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5676.865,53.56477562880217,0.9565138505143244,101.37258928571428,304080.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5683.387,35.96446977832057,0.6422226746128673,101.48905357142857,204400.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5683.387,54.321129284351045,0.9700201657919829,101.48905357142857,308728.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5683.387,38.43764290554207,0.6863864804561084,101.48905357142857,218456.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5683.387,41.0684685030247,0.7333655089825839,101.48905357142857,233408.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5683.387,41.304947208416394,0.7375883430074356,101.48905357142857,234752.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5683.387,61.10018550557969,1.091074741171066,101.48905357142857,347256.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5683.387,32.2694900065753,0.5762408929745589,101.48905357142857,183400.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5683.387,53.32594806582765,0.9522490726040652,101.48905357142857,303072.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5683.387,36.65419933571302,0.6545392738520182,101.48905357142857,208320.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5683.387,51.93663567165143,0.9274399227080613,101.48905357142857,295176.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5683.387,82.33400259387581,1.470250046319211,101.48905357142857,467936.0
2018,996,5,77,Valtteri Bottas BOT,Mercedes,56.0,10.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5683.387,53.503307094871424,0.955416198122704,101.48905357142857,304080.0
2018,996,6,27,Nico Hulkenberg HUL,Renault,56.0,8.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5745.853,35.573482301061304,0.6352407553760947,102.60451785714285,204400.0
2018,996,6,27,Nico Hulkenberg HUL,Renault,56.0,8.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5745.853,53.73057751390437,0.9594745984625781,102.60451785714285,308728.0
2018,996,6,27,Nico Hulkenberg HUL,Renault,56.0,8.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5745.853,38.01976834423018,0.678924434718396,102.60451785714285,218456.0
